Account_Balance,Loan_Duration,Credit_History,Loan_Purpose,Loan_Amount,Savings,Years_Employed,Installment_Rate,Gender_and_Status,Other_Debtors_Guarantors,Year_of_Residence,Property,Age,Installment_Plans,Housing,Existing_Credits,Job,Dependents,Telephone,Foreign,Credit_Rating
(A11) ... < 0 DM,24,(A31) all credits at this bank paid back duly,(A49) business,3161,(A61) ... < 100 DM,(A73) 1 <= ... < 4 years,4,(A93) male : single,(A101) none,2,(A122) if not A121 : building society savings agreement/,31,(A143) none,(A151) rent,1,(A173) skilled employee / official,1,"(A192) yes, registered under the customers name",(A201) yes,Bad
(A12) 0 <= ... < 200 DM,48,(A30) no credits taken/,(A410) others,18424,(A61) ... < 100 DM,(A73) 1 <= ... < 4 years,1,(A92) female : divorced/separated/married,(A101) none,2,(A122) if not A121 : building society savings agreement/,32,(A141) bank,(A152) own,1,(A174) management/ self-employed/,1,"(A192) yes, registered under the customers name",(A202) no,Bad
(A14) no checking account,10,(A32) existing credits paid back duly till now,(A41) car (used),2848,(A62) 100 <= ... < 500 DM,(A73) 1 <= ... < 4 years,1,(A93) male : single,(A102) co-applicant,2,(A121) real estate,32,(A143) none,(A152) own,1,(A173) skilled employee / official,2,(A191) none,(A201) yes,Good
(A11) ... < 0 DM,6,(A32) existing credits paid back duly till now,(A40) car (new),14896,(A61) ... < 100 DM,(A75) .. >= 7 years,1,(A93) male : single,(A101) none,4,(A124) unknown / no property,68,(A141) bank,(A152) own,1,(A174) management/ self-employed/,1,"(A192) yes, registered under the customers name",(A201) yes,Bad
(A11) ... < 0 DM,24,(A32) existing credits paid back duly till now,(A42) furniture/equipment,2359,(A62) 100 <= ... < 500 DM,(A71) unemployed,1,(A91) male : divorced/separated,(A101) none,1,(A122) if not A121 : building society savings agreement/,33,(A143) none,(A152) own,1,(A173) skilled employee / official,1,(A191) none,(A201) yes,Bad
(A11) ... < 0 DM,24,(A32) existing credits paid back duly till now,(A42) furniture/equipment,3345,(A61) ... < 100 DM,(A75) .. >= 7 years,4,(A93) male : single,(A101) none,2,(A122) if not A121 : building society savings agreement/,39,(A143) none,(A151) rent,1,(A174) management/ self-employed/,1,"(A192) yes, registered under the customers name",(A201) yes,Bad
(A14) no checking account,18,(A34) critical account/,(A42) furniture/equipment,1817,(A61) ... < 100 DM,(A73) 1 <= ... < 4 years,4,(A92) female : divorced/separated/married,(A101) none,2,(A124) unknown / no property,28,(A143) none,(A152) own,2,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A14) no checking account,48,(A33) delay in paying off in the past,(A43) radio/television,12749,(A63) 500 <= ... < 1000 DM,(A74) 4 <= ... < 7 years,4,(A93) male : single,(A101) none,1,"(A123) if not A121/A122 : car or other, not in attribute 6",37,(A143) none,(A152) own,1,(A174) management/ self-employed/,1,"(A192) yes, registered under the customers name",(A201) yes,Good
(A11) ... < 0 DM,9,(A32) existing credits paid back duly till now,(A43) radio/television,1366,(A61) ... < 100 DM,(A72) ... < 1 year,3,(A92) female : divorced/separated/married,(A101) none,4,(A122) if not A121 : building society savings agreement/,22,(A143) none,(A151) rent,1,(A173) skilled employee / official,1,(A191) none,(A201) yes,Bad
(A12) 0 <= ... < 200 DM,12,(A32) existing credits paid back duly till now,(A40) car (new),2002,(A61) ... < 100 DM,(A74) 4 <= ... < 7 years,3,(A93) male : single,(A101) none,4,(A122) if not A121 : building society savings agreement/,30,(A143) none,(A151) rent,1,(A173) skilled employee / official,2,"(A192) yes, registered under the customers name",(A201) yes,Good
(A11) ... < 0 DM,24,(A31) all credits at this bank paid back duly,(A42) furniture/equipment,6872,(A61) ... < 100 DM,(A72) ... < 1 year,2,(A91) male : divorced/separated,(A101) none,1,(A122) if not A121 : building society savings agreement/,55,(A141) bank,(A152) own,1,(A173) skilled employee / official,1,"(A192) yes, registered under the customers name",(A201) yes,Bad
(A11) ... < 0 DM,12,(A31) all credits at this bank paid back duly,(A40) car (new),697,(A61) ... < 100 DM,(A72) ... < 1 year,4,(A93) male : single,(A101) none,2,"(A123) if not A121/A122 : car or other, not in attribute 6",46,(A141) bank,(A152) own,2,(A173) skilled employee / official,1,"(A192) yes, registered under the customers name",(A201) yes,Bad
(A11) ... < 0 DM,18,(A34) critical account/,(A42) furniture/equipment,1049,(A61) ... < 100 DM,(A72) ... < 1 year,4,(A92) female : divorced/separated/married,(A101) none,4,(A122) if not A121 : building society savings agreement/,21,(A143) none,(A151) rent,1,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A11) ... < 0 DM,48,(A32) existing credits paid back duly till now,(A41) car (used),10297,(A61) ... < 100 DM,(A74) 4 <= ... < 7 years,4,(A93) male : single,(A101) none,4,(A124) unknown / no property,39,(A142) stores,(A153) for free,3,(A173) skilled employee / official,2,"(A192) yes, registered under the customers name",(A201) yes,Bad
(A14) no checking account,30,(A32) existing credits paid back duly till now,(A43) radio/television,1867,(A65) unknown/ no savings account,(A75) .. >= 7 years,4,(A93) male : single,(A101) none,4,"(A123) if not A121/A122 : car or other, not in attribute 6",58,(A143) none,(A152) own,1,(A173) skilled employee / official,1,"(A192) yes, registered under the customers name",(A201) yes,Good
(A11) ... < 0 DM,12,(A33) delay in paying off in the past,(A40) car (new),1344,(A61) ... < 100 DM,(A73) 1 <= ... < 4 years,4,(A93) male : single,(A101) none,2,(A121) real estate,43,(A143) none,(A152) own,2,(A172) unskilled - resident,2,(A191) none,(A201) yes,Good
(A11) ... < 0 DM,24,(A32) existing credits paid back duly till now,(A42) furniture/equipment,1747,(A61) ... < 100 DM,(A72) ... < 1 year,4,(A93) male : single,(A102) co-applicant,1,(A122) if not A121 : building society savings agreement/,24,(A143) none,(A152) own,1,(A172) unskilled - resident,1,(A191) none,(A202) no,Good
(A12) 0 <= ... < 200 DM,9,(A32) existing credits paid back duly till now,(A43) radio/television,1670,(A61) ... < 100 DM,(A72) ... < 1 year,4,(A92) female : divorced/separated/married,(A101) none,2,"(A123) if not A121/A122 : car or other, not in attribute 6",22,(A143) none,(A152) own,1,(A173) skilled employee / official,1,"(A192) yes, registered under the customers name",(A201) yes,Bad
(A14) no checking account,9,(A34) critical account/,(A40) car (new),1224,(A61) ... < 100 DM,(A73) 1 <= ... < 4 years,3,(A93) male : single,(A101) none,1,(A121) real estate,30,(A143) none,(A152) own,2,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A14) no checking account,12,(A34) critical account/,(A43) radio/television,522,(A63) 500 <= ... < 1000 DM,(A75) .. >= 7 years,4,(A93) male : single,(A101) none,4,(A122) if not A121 : building society savings agreement/,42,(A143) none,(A152) own,2,(A173) skilled employee / official,2,"(A192) yes, registered under the customers name",(A201) yes,Good
(A11) ... < 0 DM,12,(A32) existing credits paid back duly till now,(A43) radio/television,1498,(A61) ... < 100 DM,(A73) 1 <= ... < 4 years,4,(A92) female : divorced/separated/married,(A101) none,1,"(A123) if not A121/A122 : car or other, not in attribute 6",23,(A141) bank,(A152) own,1,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A12) 0 <= ... < 200 DM,30,(A33) delay in paying off in the past,(A43) radio/television,1919,(A62) 100 <= ... < 500 DM,(A72) ... < 1 year,4,(A93) male : single,(A101) none,3,(A124) unknown / no property,30,(A142) stores,(A152) own,2,(A174) management/ self-employed/,1,(A191) none,(A201) yes,Bad
(A13) ... >= 200 DM /,9,(A32) existing credits paid back duly till now,(A43) radio/television,745,(A61) ... < 100 DM,(A73) 1 <= ... < 4 years,3,(A92) female : divorced/separated/married,(A101) none,2,(A121) real estate,28,(A143) none,(A152) own,1,(A172) unskilled - resident,1,(A191) none,(A201) yes,Bad
(A12) 0 <= ... < 200 DM,6,(A32) existing credits paid back duly till now,(A43) radio/television,2063,(A61) ... < 100 DM,(A72) ... < 1 year,4,(A94) male : married/widowed,(A101) none,3,"(A123) if not A121/A122 : car or other, not in attribute 6",30,(A143) none,(A151) rent,1,(A174) management/ self-employed/,1,"(A192) yes, registered under the customers name",(A201) yes,Good
(A12) 0 <= ... < 200 DM,60,(A32) existing credits paid back duly till now,(A46) education,6288,(A61) ... < 100 DM,(A73) 1 <= ... < 4 years,4,(A93) male : single,(A101) none,4,(A124) unknown / no property,42,(A143) none,(A153) for free,1,(A173) skilled employee / official,1,(A191) none,(A201) yes,Bad
(A14) no checking account,24,(A34) critical account/,(A41) car (used),6842,(A65) unknown/ no savings account,(A73) 1 <= ... < 4 years,2,(A93) male : single,(A101) none,4,(A122) if not A121 : building society savings agreement/,46,(A143) none,(A152) own,2,(A174) management/ self-employed/,2,"(A192) yes, registered under the customers name",(A201) yes,Good
(A14) no checking account,12,(A32) existing credits paid back duly till now,(A40) car (new),3527,(A65) unknown/ no savings account,(A72) ... < 1 year,2,(A93) male : single,(A101) none,3,(A122) if not A121 : building society savings agreement/,45,(A143) none,(A152) own,1,(A174) management/ self-employed/,2,"(A192) yes, registered under the customers name",(A201) yes,Good
(A14) no checking account,10,(A32) existing credits paid back duly till now,(A40) car (new),1546,(A61) ... < 100 DM,(A73) 1 <= ... < 4 years,3,(A93) male : single,(A101) none,2,(A121) real estate,31,(A143) none,(A152) own,1,(A172) unskilled - resident,2,(A191) none,(A202) no,Good
(A14) no checking account,24,(A32) existing credits paid back duly till now,(A42) furniture/equipment,929,(A65) unknown/ no savings account,(A74) 4 <= ... < 7 years,4,(A93) male : single,(A101) none,2,"(A123) if not A121/A122 : car or other, not in attribute 6",31,(A142) stores,(A152) own,1,(A173) skilled employee / official,1,"(A192) yes, registered under the customers name",(A201) yes,Good
(A14) no checking account,4,(A34) critical account/,(A40) car (new),1455,(A61) ... < 100 DM,(A74) 4 <= ... < 7 years,2,(A93) male : single,(A101) none,1,(A121) real estate,42,(A143) none,(A152) own,3,(A172) unskilled - resident,2,(A191) none,(A201) yes,Good
(A11) ... < 0 DM,15,(A32) existing credits paid back duly till now,(A42) furniture/equipment,1845,(A61) ... < 100 DM,(A72) ... < 1 year,4,(A92) female : divorced/separated/married,(A103) guarantor,1,(A122) if not A121 : building society savings agreement/,46,(A143) none,(A151) rent,1,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A12) 0 <= ... < 200 DM,48,(A30) no credits taken/,(A40) car (new),8358,(A63) 500 <= ... < 1000 DM,(A72) ... < 1 year,1,(A92) female : divorced/separated/married,(A101) none,1,"(A123) if not A121/A122 : car or other, not in attribute 6",30,(A143) none,(A152) own,2,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A11) ... < 0 DM,24,(A31) all credits at this bank paid back duly,(A42) furniture/equipment,3349,(A63) 500 <= ... < 1000 DM,(A72) ... < 1 year,4,(A93) male : single,(A101) none,4,(A124) unknown / no property,30,(A143) none,(A153) for free,1,(A173) skilled employee / official,2,"(A192) yes, registered under the customers name",(A201) yes,Bad
(A14) no checking account,12,(A32) existing credits paid back duly till now,(A40) car (new),2859,(A65) unknown/ no savings account,(A71) unemployed,4,(A93) male : single,(A101) none,4,(A124) unknown / no property,38,(A143) none,(A152) own,1,(A174) management/ self-employed/,1,"(A192) yes, registered under the customers name",(A201) yes,Good
(A14) no checking account,18,(A32) existing credits paid back duly till now,(A42) furniture/equipment,1533,(A61) ... < 100 DM,(A72) ... < 1 year,4,(A94) male : married/widowed,(A102) co-applicant,1,(A122) if not A121 : building society savings agreement/,43,(A143) none,(A152) own,1,(A172) unskilled - resident,2,(A191) none,(A201) yes,Bad
(A14) no checking account,24,(A32) existing credits paid back duly till now,(A43) radio/television,3621,(A62) 100 <= ... < 500 DM,(A75) .. >= 7 years,2,(A93) male : single,(A101) none,4,"(A123) if not A121/A122 : car or other, not in attribute 6",31,(A143) none,(A152) own,2,(A173) skilled employee / official,1,(A191) none,(A201) yes,Bad
(A12) 0 <= ... < 200 DM,18,(A34) critical account/,(A49) business,3590,(A61) ... < 100 DM,(A71) unemployed,3,(A94) male : married/widowed,(A101) none,3,"(A123) if not A121/A122 : car or other, not in attribute 6",40,(A143) none,(A152) own,3,(A171) unemployed/ unskilled - non-resident,2,"(A192) yes, registered under the customers name",(A201) yes,Good
(A11) ... < 0 DM,36,(A33) delay in paying off in the past,(A49) business,2145,(A61) ... < 100 DM,(A74) 4 <= ... < 7 years,2,(A93) male : single,(A101) none,1,"(A123) if not A121/A122 : car or other, not in attribute 6",24,(A143) none,(A152) own,2,(A173) skilled employee / official,1,"(A192) yes, registered under the customers name",(A201) yes,Bad
(A12) 0 <= ... < 200 DM,24,(A32) existing credits paid back duly till now,(A41) car (used),4113,(A63) 500 <= ... < 1000 DM,(A72) ... < 1 year,3,(A92) female : divorced/separated/married,(A101) none,4,"(A123) if not A121/A122 : car or other, not in attribute 6",28,(A143) none,(A151) rent,1,(A173) skilled employee / official,1,(A191) none,(A201) yes,Bad
(A14) no checking account,36,(A32) existing credits paid back duly till now,(A42) furniture/equipment,10974,(A61) ... < 100 DM,(A71) unemployed,4,(A92) female : divorced/separated/married,(A101) none,2,"(A123) if not A121/A122 : car or other, not in attribute 6",26,(A143) none,(A152) own,2,(A174) management/ self-employed/,1,"(A192) yes, registered under the customers name",(A201) yes,Bad
(A11) ... < 0 DM,12,(A32) existing credits paid back duly till now,(A40) car (new),1893,(A61) ... < 100 DM,(A73) 1 <= ... < 4 years,4,(A92) female : divorced/separated/married,(A103) guarantor,4,(A122) if not A121 : building society savings agreement/,29,(A143) none,(A152) own,1,(A173) skilled employee / official,1,"(A192) yes, registered under the customers name",(A201) yes,Good
(A11) ... < 0 DM,24,(A34) critical account/,(A43) radio/television,1231,(A64) .. >= 1000 DM,(A75) .. >= 7 years,4,(A92) female : divorced/separated/married,(A101) none,4,(A122) if not A121 : building society savings agreement/,57,(A143) none,(A151) rent,2,(A174) management/ self-employed/,1,"(A192) yes, registered under the customers name",(A201) yes,Good
(A13) ... >= 200 DM /,30,(A34) critical account/,(A43) radio/television,3656,(A65) unknown/ no savings account,(A75) .. >= 7 years,4,(A93) male : single,(A101) none,4,(A122) if not A121 : building society savings agreement/,49,(A142) stores,(A152) own,2,(A172) unskilled - resident,1,(A191) none,(A201) yes,Good
(A12) 0 <= ... < 200 DM,9,(A34) critical account/,(A43) radio/television,1154,(A61) ... < 100 DM,(A75) .. >= 7 years,2,(A93) male : single,(A101) none,4,(A121) real estate,37,(A143) none,(A152) own,3,(A172) unskilled - resident,1,(A191) none,(A201) yes,Good
(A11) ... < 0 DM,28,(A32) existing credits paid back duly till now,(A40) car (new),4006,(A61) ... < 100 DM,(A73) 1 <= ... < 4 years,3,(A93) male : single,(A101) none,2,"(A123) if not A121/A122 : car or other, not in attribute 6",45,(A143) none,(A152) own,1,(A172) unskilled - resident,1,(A191) none,(A201) yes,Bad
(A12) 0 <= ... < 200 DM,24,(A32) existing credits paid back duly till now,(A42) furniture/equipment,3069,(A62) 100 <= ... < 500 DM,(A75) .. >= 7 years,4,(A93) male : single,(A101) none,4,(A124) unknown / no property,30,(A143) none,(A153) for free,1,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A14) no checking account,6,(A34) critical account/,(A43) radio/television,1740,(A61) ... < 100 DM,(A75) .. >= 7 years,2,(A94) male : married/widowed,(A101) none,2,(A121) real estate,30,(A143) none,(A151) rent,2,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
